ArchStatus	ArchTime	Availability	BgColorRGB	BloodFlag	BuyPrice	CanBeMixed	ControlledInOrder	ControlledInRecord	DefaultRoute	DoseFormRatio	DoseUnitID	ExtCode	Form	FormUnitID	GenericName	InFluidFormRatio	Infusable	PerNUnits	PharmaID	PharmaName	PharmaStatus	SellPrice	Type	VolumeFormRatio	VolumeUnitID
2	2006-08-12 04:34:11	1	0	8	0.0	0	0	0	1000559	0.25	12	T76AD;T76BIV;T76IV;	1	19	Digoxin	1.0	0	1.0	1	Digoxin inj 0.25 mg/ml	1	0.0	1	1.0	19
2	2010-05-17 08:29:24	1	0	8	0.0	0	0	0	1000766	0.25	12	T76AD;T76BIV;T76IV;	1	19	Digoxin	1.0	0	1.0	1	Digoxin inj 0.25 mg/ml	1	0.0	1	1.0	19
2	2011-10-14 12:33:10	1	0	8	0.0	0	0	0	1	0.25	12	T76AD;T76BIV;T76IV;	1	19	Digoxin	1.0	0	1.0	1	Digoxin inj 0.25 mg/ml	1	0.0	1	1.0	19
2	2012-01-17 19:03:01	1	0	8	0.0	0	0	0	1000806	0.25	12	T76AD;T76BIV;T76IV;	1	19	Digoxin	1.0	0	1.0	1	Digoxin inj 0.25 mg/ml	1	0.0	1	1.0	19
2	2012-04-25 12:54:21	1	0	8	0.0	0	0	0	1	0.25	12	;L_0.25_10030699;T76AD;T76BIV;T76IV;	1	19	Digoxin	1.0	0	1.0	1	Digoxin inj 0.25 mg/ml	1	0.0	1	1.0	19
2	2012-05-03 14:41:18	1	0	8	0.0	0	0	0	1000080	0.25	12	;L_0.25_10030699;T76AD;T76BIV;T76IV;	1	19	Digoxin	1.0	0	1.0	1	Digoxin inj 0.25 mg/ml	1	0.0	1	1.0	19
2	2012-07-13 11:09:23	1	0	8	0.0	0	0	0	1	0.25	12	;L_0.5_10030699;T76AD;T76BIV;T76IV;	1	19	Digoxin	1.0	0	2.0	1	Digoxin inj 0.25 mg/ml	1	0.0	1	1.0	19
2	2012-12-28 18:57:22	1	0	8	0.0	0	0	0	1000805	0.25	12	;L_0.5_10030699;T76AD;T76BIV;T76IV;	1	19	Digoxin	1.0	0	2.0	1	Digoxin inj 0.25 mg/ml	1	0.0	1	1.0	19
2	2013-01-18 15:54:21	1	0	8	0.0	0	0	0	1000852	0.25	12	;L_0.5_10030699;T76AD;T76BIV;T76IV;	1	19	Digoxin	1.0	0	2.0	1	Digoxin inj 0.25 mg/ml	1	0.0	1	1.0	19
2	2013-08-25 18:13:39	1	0	8	0.0	0	0	0	1	0.25	12	;L_0.5_10030699;T76AD;T76BIV;T76IV;	1	19	Digoxin	1.0	0	2.0	1	Digoxin inj 0.25 mg/ml	1	0.0	1	1.0	19
2	2013-08-29 10:59:26	1	0	8	0.0	0	0	0	1	0.25	12	;L_0.5_10030699;T76AD;T76BIV;T76IV;	1	19	Digoxin	1.0	0	2.0	1	Digoxin inj 0.25 mg/ml	1	0.0	1	1.0	19
2	2014-12-15 14:05:31	1	0	8	0.0	0	0	0	1000060	0.25	12	;L_0.5_10030699;T76AD;T76BIV;T76IV;	1	19	Digoxin	1.0	0	2.0	1	Digoxin inj 0.25 mg/ml	1	0.0	1	1.0	19
2	2014-12-16 14:52:41	1	0	8	0.0	0	0	0	1	0.25	12	;L_0.5_10030699;T76AD;T76BIV;T76IV;	1	19	Digoxin	1.0	0	2.0	1	Digoxin inj 0.25 mg/ml	1	0.0	1	1.0	19
2	2015-03-24 12:50:14	1	0	8	0.0	0	0	0	1	0.25	12	;L_0.5_10030699;T76AD;T76BIV;T76IV;	1	19	Digoxin	1.0	0	2.0	1	Digoxin inj 0.25 mg/ml	1	0.0	1	1.0	19
2	2015-04-10 15:33:57	1	0	8	0.0	0	0	0	1	0.25	12	;L_0.5_10030699;T76AD;T76BIV;T76IV;	1	19	Digoxin	1.0	0	2.0	1	Digoxin inj 0.25 mg/ml	1	0.0	1	1.0	19
2	2015-05-07 14:46:56	1	0	8	0.0	0	0	0	1	0.25	12	;L_0.5_10030699;T76AD;T76BIV;T76IV;	1	19	Digoxin	1.0	0	2.0	1	Digoxin inj 0.25 mg/ml	1	0.0	1	1.0	19
2	2016-03-19 04:22:24	1	0	8	0.0	0	0	0	1	0.25	12	;L_0.5_10030699;T76AD;T76BIV;T76IV;	1	19	Digoxin	1.0	0	2.0	1	Digoxin inj 0.25 mg/ml	1	0.0	1	1.0	19
2	1990-01-01 00:00:00	1	0	8	0.0	1	0	0	4	40.0	12	T76ADIUR;	4	23	furosemide	0.0	0	1.0	4	Lasix 40 mg tabl	1	0.0	1	0.0	19
2	2005-02-04 13:45:45	1	0	8	0.0	1	0	0	4	40.0	12	T76ADIUR;	4	23	furosemide	0.0	0	1.0	4	Lasix 40 mg tabl	1	0.0	1	0.0	19
1	2005-02-26 02:12:29	1	0	8	0.0	1	0	0	1000582	40.0	12	T76ADIUR;	4	23	furosemide	0.0	0	1.0	4	Lasix 40 mg tabl	1	0.0	1	0.0	19
2	2005-06-29 02:19:56	1	0	8	0.0	1	0	0	39	40.0	12	T76ADIUR;T28AD;	4	23	furosemide	0.0	0	1.0	4	Lasix 40 mg tabl	1	0.0	1	0.0	19
2	2005-07-14 02:20:52	1	0	8	0.0	1	0	0	39	40.0	12	T76ADIUR;T28AD;	4	23	furosemide	0.0	0	1.0	4	Lasix 40 mg tabl	1	0.0	1	0.0	19
2	2005-10-20 02:43:38	1	0	8	0.0	1	0	0	1000425	40.0	12	T76ADIUR;T28AD;	4	23	furosemide	0.0	0	1.0	4	Lasix 40 mg tabl	1	0.0	1	0.0	19
2	2005-12-23 02:30:19	1	0	8	0.0	1	0	0	124	40.0	12	T76ADIUR;T28AD;	4	23	furosemide	0.0	0	1.0	4	Lasix 40 mg tabl	1	0.0	1	0.0	19
2	2006-02-21 02:49:40	1	0	8	0.0	1	0	0	1000452	40.0	12	T76ADIUR;T28AD;	4	23	furosemide	0.0	0	1.0	4	Lasix 40 mg tabl	1	0.0	1	0.0	19
2	2006-05-03 02:36:09	1	0	8	0.0	1	0	0	1000430	40.0	12	T76ADIUR;T28AD;	4	23	furosemide	0.0	0	1.0	4	Lasix 40 mg tabl	1	0.0	1	0.0	19
2	2006-05-11 02:37:20	1	0	8	0.0	1	0	0	1000452	40.0	12	T76ADIUR;T28AD;	4	23	furosemide	0.0	0	1.0	4	Lasix 40 mg tabl	1	0.0	1	0.0	19
2	2006-11-21 04:35:45	1	0	8	0.0	1	0	0	230	40.0	12	T76ADIUR;T28AD;	4	23	furosemide	0.0	0	1.0	4	Lasix 40 mg tabl	1	0.0	1	0.0	19
2	2006-11-28 04:29:24	1	0	8	0.0	1	0	0	1000356	40.0	12	T76ADIUR;T28AD;	4	23	furosemide	0.0	0	1.0	4	Lasix 40 mg tabl	1	0.0	1	0.0	19
2	2007-01-12 04:48:53	1	0	8	0.0	1	0	0	1000302	40.0	12	T76ADIUR;T28AD;	4	23	furosemide	0.0	0	1.0	4	Lasix 40 mg tabl	1	0.0	1	0.0	19
2	2008-02-25 03:52:37	1	0	8	0.0	1	0	0	1000636	40.0	12	T76ADIUR;T28AD;	4	23	furosemide	0.0	0	1.0	4	Lasix 40 mg tabl	1	0.0	1	0.0	19
2	2008-04-02 12:37:49	1	0	8	0.0	1	0	0	1000400	40.0	12	T76ADIUR;T28AD;	4	23	furosemide	0.0	0	1.0	4	Lasix 40 mg tabl	1	0.0	1	0.0	19
2	2009-03-06 02:42:21	1	0	8	0.0	1	0	0	1000616	40.0	12	T76ADIUR;T28AD;	4	23	furosemide	0.0	0	1.0	4	Lasix 40 mg tabl	1	0.0	1	0.0	19
2	2010-09-21 09:26:19	1	0	8	0.0	1	0	0	1000793	40.0	12	T76ADIUR;T28AD;	4	23	furosemide	0.0	0	1.0	4	Lasix 40 mg tabl	1	0.0	1	0.0	19
2	2011-10-14 12:53:19	1	0	8	0.0	1	0	0	4	40.0	12	T76ADIUR;T28AD;	4	23	furosemide	0.0	0	1.0	4	Lasix 40 mg tabl	1	0.0	1	0.0	19
2	2012-01-16 16:12:37	1	0	8	0.0	1	0	0	4	40.0	12	T76ADIUR;T28AD;	4	23	furosemide	0.0	0	1.0	4	Lasix 40 mg tabl	1	0.0	1	0.0	19
2	2012-04-26 10:59:05	1	0	8	0.0	1	0	0	4	40.0	12	;L_40_10030333;T76ADIUR;T28AD;	4	23	furosemide	0.0	0	1.0	4	Lasix 40 mg tabl	1	0.0	1	0.0	19
2	2013-08-25 19:02:44	1	0	8	0.0	1	0	0	4	40.0	12	;L_40_10030333;T76ADIUR;T28AD;	4	23	furosemide	0.0	0	1.0	4	Lasix 40 mg tabl	1	0.0	1	0.0	19
2	2013-08-27 17:19:15	1	0	8	0.0	1	0	0	4	40.0	12	;L_40_10030333;T76ADIUR;T28AD;	4	23	furosemide	0.0	0	1.0	4	Lasix 40 mg tabl	1	0.0	1	0.0	19
2	2015-03-24 13:02:46	1	0	8	0.0	1	0	0	4	40.0	12	;L_40_10030333;T76ADIUR;T28AD;	4	23	furosemide	0.0	0	1.0	4	Lasix 40 mg tabl	1	0.0	1	0.0	19
2	2015-04-10 16:07:39	1	0	8	0.0	1	0	0	4	40.0	12	;L_40_10030333;T76ADIUR;T28AD;	4	23	furosemide	0.0	0	1.0	4	Lasix 40 mg tabl	1	0.0	1	0.0	19
2	2015-05-07 16:16:21	1	0	8	0.0	1	0	0	1001061	40.0	12	;L_40_10030333;T76ADIUR;T28AD;	4	23	furosemide	0.0	0	1.0	4	Lasix 40 mg tabl	1	0.0	1	0.0	19
2	2015-11-17 08:38:56	1	0	8	0.0	1	0	0	1001061	40.0	12	;L_40_10030333;T76ADIUR;T28AD;	4	23	furosemide	0.0	0	1.0	4	Lasix 40 mg tabl	1	0.0	1	0.0	19
2	2016-03-19 04:22:24	1	0	8	0.0	1	0	0	4	40.0	12	;L_40_10030333;T76ADIUR;T28AD;	4	23	furosemide	0.0	0	1.0	4	Lasix 40 mg tabl	1	0.0	1	0.0	19
2	1990-01-01 00:00:00	1	0	8	0.0	1	0	0	1	10.0	12	T76IV;N9IV;	1	19	ranitidine	1.0	0	1.0	5	Zantic inj 50 mg	1	0.0	1	1.0	19
2	2005-02-04 13:45:45	1	0	8	0.0	1	0	0	1	10.0	12	T76IV;N9IV;	1	19	ranitidine	1.0	0	1.0	5	Zantic inj 50 mg	1	0.0	1	1.0	19
1	2005-06-18 02:37:52	1	0	8	0.0	1	0	0	1000556	10.0	12	T76IV;N9IV;	1	19	ranitidine	1.0	0	1.0	5	Zantic inj 50 mg	1	0.0	1	1.0	19
2	2005-12-31 02:26:24	1	0	8	0.0	1	0	0	7	10.0	12	T76IV;N9IV;	1	19	ranitidine	1.0	0	1.0	5	Zantic inj 50 mg	1	0.0	1	1.0	19
2	2006-01-06 02:26:30	1	0	8	0.0	1	0	0	7	10.0	12	T76IV;N9IV;	1	19	ranitidine	1.0	0	1.0	5	Zantic inj 50 mg	1	0.0	1	1.0	19
2	2006-01-07 02:23:11	1	0	8	0.0	1	0	0	1	10.0	12	T76IV;N9IV;	1	19	ranitidine	1.0	0	1.0	5	Zantic inj 50 mg	1	0.0	1	1.0	19
2	2010-01-28 12:07:02	1	0	8	0.0	1	0	0	1	10.0	12	T76IV;N9IV;	1	19	ranitidine	1.0	1	1.0	5	Zantic Inj Lsg 50 mg	1	0.0	1	1.0	19
2	2010-09-21 13:06:11	1	0	8	0.0	1	0	0	1	10.0	12	T76IV;N9IV;	1	19	ranitidine	1.0	1	1.0	5	Zantic Inj Lsg 50 mg	1	0.0	1	1.0	19
2	2012-01-16 16:24:08	1	0	8	0.0	1	0	0	1	10.0	12	T76IV;N9IV;	1	19	ranitidine	1.0	1	1.0	5	Zantic Inj Lsg 50 mg	1	0.0	1	1.0	19
2	2012-04-26 19:24:27	1	0	8	0.0	1	0	0	1	10.0	12	;L_50_10031049;T76IV;N9IV;	1	19	ranitidine	1.0	1	5.0	5	Zantic Inj Lsg 50 mg	1	0.0	1	1.0	19
2	2012-12-06 15:12:14	1	0	8	0.0	1	0	0	1	10.0	12	;L_50_10031049;T76IV;N9IV;	1	19	Ranitidin	1.0	1	5.0	5	Zantic Inj Lsg 50 mg	1	0.0	1	1.0	19
2	2013-08-27 17:27:17	1	0	8	0.0	1	0	0	1	10.0	12	;L_50_10031049;T76IV;N9IV;	1	19	Ranitidin	1.0	1	5.0	5	Zantic Inj Lsg 50 mg	1	0.0	1	1.0	19
2	2013-08-28 13:50:12	1	0	8	0.0	1	0	0	1	10.0	12	;L_50_10031049;T76IV;N9IV;	1	19	Ranitidin	1.0	1	5.0	5	Zantic Inj Lsg 50 mg	1	0.0	1	1.0	19
2	2015-03-24 14:03:49	1	0	8	0.0	1	0	0	1	10.0	12	;L_50_10031049;T76IV;N9IV;	1	19	Ranitidin	1.0	1	5.0	5	Zantic Inj Lsg 50 mg	1	0.0	1	1.0	19
2	2015-04-10 16:02:12	1	0	8	0.0	1	0	0	1	10.0	12	;L_50_10031049;T76IV;N9IV;	1	19	Ranitidin	1.0	1	5.0	5	Zantic Inj Lsg 50 mg	1	0.0	1	1.0	19
2	2016-01-13 10:09:21	1	0	8	0.0	1	0	0	1000749	10.0	12	;L_50_10031049;T76IV;N9IV;	1	19	Ranitidin	1.0	1	5.0	5	Zantic Inj Lsg 50 mg	1	0.0	1	1.0	19
2	2016-03-19 04:22:24	1	0	8	0.0	1	0	0	1	10.0	12	;L_50_10031049;T76IV;N9IV;	1	19	Ranitidin	1.0	1	5.0	5	Zantic Inj Lsg 50 mg	1	0.0	1	1.0	19
2	1990-01-01 00:00:00	1	0	8	0.0	1	0	0	1	4.0	12	T76IV;N9IV;	7	19	omeprazole	1.0	0	10.0	6	Antra inj 40 mg	1	0.0	1	1.0	19
2	2005-02-04 13:45:45	1	0	8	0.0	1	0	0	1	4.0	12	T76IV;N9IV;	7	19	omeprazole	1.0	0	10.0	6	Antra inj 40 mg	1	0.0	1	1.0	19
1	2005-04-12 02:18:24	1	0	8	0.0	1	0	0	1	4.0	12	T76IV;N9IV;	7	19	omeprazole	1.0	0	10.0	6	zzzAntra inj 40 mg	1	0.0	1	1.0	19
2	1990-01-01 00:00:00	1	0	8	0.0	1	0	0	1	0.5	12	T76BIV;N9IV;	1	19	atropine	1.0	0	1.0	11	Atropine Sulfat Sintetica inj 0.5 mg/ml	1	0.0	1	1.0	19
2	2005-02-04 13:45:45	1	0	8	0.0	1	0	0	1	0.5	12	T76BIV;N9IV;	1	19	atropine	1.0	0	1.0	11	Atropine Sulfat Sintetica inj 0.5 mg/ml	1	0.0	1	1.0	19
2	2005-08-12 02:32:48	1	0	8	0.0	1	0	0	1	0.5	12	T76BIV;N9IV;	1	19	atropine	1.0	0	1.0	11	Atropine Sulfat Sintetica inj 0.5 mg/ml	1	0.0	1	1.0	19
2	2005-10-22 02:54:35	1	0	8	0.0	1	0	0	1000386	0.5	12	T76BIV;N9IV;	1	19	atropine	1.0	0	1.0	11	Atropine Sulfat Sintetica inj 0.5 mg/ml	1	0.0	1	1.0	19
2	2005-11-11 02:43:52	1	0	8	0.0	1	0	0	1000677	0.5	12	T76BIV;N9IV;	1	19	atropine	1.0	0	1.0	11	Atropine Sulfat Sintetica inj 0.5 mg/ml	1	0.0	1	1.0	19
2	2005-12-11 02:27:55	1	0	8	0.0	1	0	0	1	0.5	12	T76BIV;N9IV;T76IV;	1	19	atropine	1.0	0	1.0	11	Atropine Sulfat Sintetica inj 0.5 mg/ml	1	0.0	1	1.0	19
2	2006-01-05 02:27:14	1	0	8	0.0	1	0	0	1	0.5	12	T76BIV;N9IV;T76IV;T28VM;	1	19	atropine	1.0	1	1.0	11	Atropine Sulfat Sintetica inj 0.5 mg/ml	1	0.0	1	1.0	19
2	2006-01-07 02:23:11	1	0	8	0.0	1	0	0	1	0.5	12	T76BIV;N9IV;T76IV;T28VM;	1	19	atropine	1.0	0	1.0	11	Atropine Sulfat Sintetica inj 0.5 mg/ml	1	0.0	1	1.0	19
2	2006-02-21 02:49:40	1	0	8	0.0	1	0	0	1	0.5	12	T76BIV;N9IV;T76IV;T28VM;	1	19	Atropin	1.0	0	1.0	11	Atropin Sulfat Amp	1	0.0	1	1.0	19
2	2006-12-12 04:31:16	1	0	8	0.0	1	0	0	1000732	0.5	12	T76BIV;N9IV;T76IV;T28VM;	1	19	Atropin	1.0	0	1.0	11	Atropin Sulfat Amp	1	0.0	1	1.0	19
2	2010-03-10 13:57:07	1	0	8	0.0	1	0	0	7	0.5	12	T76BIV;N9IV;T76IV;T28VM;	1	19	Atropin	1.0	1	1.0	11	Atropin Sulfat Amp	1	0.0	1	1.0	19
2	2010-08-19 17:06:57	1	0	8	0.0	1	0	0	1000785	0.5	12	T76BIV;N9IV;T76IV;T28VM;	1	19	Atropin	1.0	1	1.0	11	Atropin Sulfat Amp	1	0.0	1	1.0	19
2	2011-12-14 10:16:59	1	0	8	0.0	1	0	0	1000804	0.5	12	T76BIV;N9IV;T76IV;T28VM;	1	19	Atropin	1.0	1	1.0	11	Atropin Sulfat Amp	1	0.0	1	1.0	19
2	2012-04-25 09:33:05	1	0	8	0.0	1	0	0	2	0.5	12	;L_05_10024897;T76BIV;N9IV;T76IV;T28VM;	1	19	Atropin	1.0	1	1.0	11	Atropin Sulfat Amp	1	0.0	1	1.0	19
2	2012-07-06 14:23:33	1	0	8	0.0	1	0	0	2	0.5	12	;L_0.5_10024897;T76BIV;N9IV;T76IV;T28VM;	1	19	Atropin	1.0	1	1.0	11	Atropin Sulfat Amp	1	0.0	1	1.0	19
2	2012-10-04 16:26:10	1	0	8	0.0	1	0	0	1000844	0.5	12	;L_0.5_10024897;T76BIV;N9IV;T76IV;T28VM;	1	19	Atropin	1.0	1	1.0	11	Atropin Sulfat Amp	1	0.0	1	1.0	19
2	2013-08-14 13:28:38	1	0	8	0.0	1	0	0	43	0.5	12	;L_0.5_10024897;T76BIV;N9IV;T76IV;T28VM;	1	19	Atropin	1.0	1	1.0	11	Atropin Sulfat Amp	1	0.0	1	1.0	19
2	2013-08-29 10:50:47	1	0	8	0.0	1	0	0	43	0.5	12	;L_0.5_10024897;T76BIV;N9IV;T76IV;T28VM;	1	19	Atropin	1.0	1	1.0	11	Atropin Sulfat Amp	1	0.0	1	1.0	19
2	2014-05-02 14:22:26	1	0	8	0.0	1	0	0	1001029	0.5	12	;L_0.5_10024897;T76BIV;N9IV;T76IV;T28VM;	1	19	Atropin	1.0	1	1.0	11	Atropin Sulfat Amp	1	0.0	1	1.0	19
2	2014-12-10 14:23:50	1	0	8	0.0	1	0	0	1000218	0.5	12	;L_0.5_10024897;T76BIV;N9IV;T76IV;T28VM;	1	19	Atropin	1.0	1	1.0	11	Atropin Sulfat Amp	1	0.0	1	1.0	19
2	2014-12-15 14:03:15	1	0	8	0.0	1	0	0	1000849	0.5	12	;L_0.5_10024897;T76BIV;N9IV;T76IV;T28VM;	1	19	Atropin	1.0	1	1.0	11	Atropin Sulfat Amp	1	0.0	1	1.0	19
2	2014-12-16 14:52:50	1	0	8	0.0	1	0	0	1	0.5	12	;L_0.5_10024897;T76BIV;N9IV;T76IV;T28VM;	1	19	Atropin	1.0	1	1.0	11	Atropin Sulfat Amp	1	0.0	1	1.0	19
2	2015-03-24 12:42:01	1	0	8	0.0	1	0	0	1	0.5	12	;L_0.5_10024897;T76BIV;N9IV;T76IV;T28VM;	1	19	Atropin	1.0	1	1.0	11	Atropin Sulfat Amp	1	0.0	1	1.0	19
2	2015-04-10 15:27:27	1	0	8	0.0	1	0	0	1	0.5	12	;L_0.5_10024897;T76BIV;N9IV;T76IV;T28VM;	1	19	Atropin	1.0	1	1.0	11	Atropin Sulfat Amp	1	0.0	1	1.0	19
2	2015-05-07 14:57:45	1	0	8	0.0	1	0	0	1	0.5	12	;L_0.5_10024897;T76BIV;N9IV;T76IV;T28VM;	1	19	Atropin	1.0	1	1.0	11	Atropin Sulfat Amp	1	0.0	1	1.0	19
2	2016-03-19 04:22:24	1	0	8	0.0	1	0	0	1	0.5	12	;L_0.5_10024897;T76BIV;N9IV;T76IV;T28VM;	1	19	Atropin	1.0	1	1.0	11	Atropin Sulfat Amp	1	0.0	1	1.0	19
2	1990-01-01 00:00:00	1	0	8	0.0	1	0	0	1	5.0	12	T76BIV;N9IV;	1	19	metoclopramide	1.0	0	1.0	12	Primperan inj 5 mg/ml	1	0.0	1	1.0	19
2	2005-02-04 13:45:45	1	0	8	0.0	1	0	0	1	5.0	12	T76BIV;N9IV;	1	19	metoclopramide	1.0	0	1.0	12	Primperan inj 5 mg/ml	1	0.0	1	1.0	19
1	2005-05-28 02:32:04	1	0	8	0.0	1	0	0	1	5.0	12	T76BIV;N9IV;	1	19	metoclopramide	1.0	0	1.0	12	Primperan inj 5 mg/ml	1	0.0	1	1.0	19
2	2005-11-02 02:48:39	1	0	8	0.0	1	0	0	1	5.0	12	T76BIV;N9IV;	1	19	metoclopramide	1.0	0	1.0	12	Primperan inj 5 mg/ml	1	0.0	1	1.0	19
2	2005-12-11 02:27:55	1	0	8	0.0	1	0	0	1	5.0	12	T76BIV;N9IV;T76IV;	1	19	metoclopramide	1.0	0	1.0	12	Primperan inj 5 mg/ml	1	0.0	1	1.0	19
2	2005-12-31 02:26:24	1	0	8	0.0	1	0	0	7	5.0	12	T76BIV;N9IV;T76IV;	1	19	metoclopramide	1.0	0	1.0	12	Primperan inj 5 mg/ml	1	0.0	1	1.0	19
2	2006-01-06 02:26:30	1	0	8	0.0	1	0	0	7	5.0	12	T76BIV;N9IV;T76IV;	1	19	metoclopramide	1.0	0	1.0	12	Primperan inj 5 mg/ml	1	0.0	1	1.0	19
2	2006-01-07 02:23:11	1	0	8	0.0	1	0	0	1	5.0	12	T76BIV;N9IV;T76IV;	1	19	metoclopramide	1.0	0	2.0	12	Primperan inj 10mg/2ml	1	0.0	1	1.0	19
2	2006-05-03 02:36:09	1	0	8	0.0	1	0	0	1	5.0	12	T76BIV;N9IV;T76IV;	1	19	metoclopramide	1.0	0	2.0	12	Primperan Amp 10mg/2ml	1	0.0	1	1.0	19
2	2006-10-06 04:26:04	1	0	8	0.0	1	0	0	1000677	5.0	12	T76BIV;N9IV;T76IV;	1	19	metoclopramide	1.0	0	2.0	12	Primperan Amp 10mg/2ml	1	0.0	1	1.0	19
2	2007-02-22 04:58:54	1	0	8	0.0	1	0	0	1000677	5.0	12	T76BIV;N9IV;T76IV;	1	19	metoclopramide	1.0	0	2.0	12	Primperan Amp 10mg/2ml	1	0.0	1	1.0	19
2	2007-07-06 02:19:23	1	0	8	0.0	1	0	0	1	5.0	12	T76BIV;N9IV;T76IV;	1	19	metoclopramide	1.0	0	2.0	12	Primperan Amp 10mg/2ml	1	0.0	1	1.0	19
2	2011-10-14 13:09:01	1	0	8	0.0	1	0	0	1	5.0	12	T76BIV;N9IV;T76IV;	1	19	metoclopramide	1.0	1	2.0	12	Primperan Amp 10mg/2ml	1	0.0	1	1.0	19
2	2012-01-16 16:18:43	1	0	8	0.0	1	0	0	1	5.0	12	T76BIV;N9IV;T76IV;	1	19	metoclopramide	1.0	1	2.0	12	Primperan Amp 10mg/2ml	1	0.0	1	1.0	19
2	2012-04-26 16:21:39	1	0	8	0.0	1	0	0	1	5.0	12	;L_10_10025902;T76BIV;N9IV;T76IV;	1	19	metoclopramide	1.0	1	2.0	12	Primperan Amp 10mg/2ml	1	0.0	1	1.0	19
2	2013-08-27 17:22:41	1	0	8	0.0	1	0	0	1	5.0	12	;L_10_10025902;T76BIV;N9IV;T76IV;	1	19	metoclopramide	1.0	1	2.0	12	Primperan Amp 10mg/2ml	1	0.0	1	1.0	19
2	2013-08-28 15:42:42	1	0	8	0.0	1	0	0	1	5.0	12	;L_10_10025902;T76BIV;N9IV;T76IV;	1	19	metoclopramide	1.0	1	2.0	12	Primperan Amp 10mg/2ml	1	0.0	1	1.0	19
2	2015-03-24 13:52:25	1	0	8	0.0	1	0	0	1	5.0	12	;L_10_10025902;T76BIV;N9IV;T76IV;	1	19	metoclopramide	1.0	1	2.0	12	Primperan Amp 10mg/2ml	1	0.0	1	1.0	19
2	2015-04-10 15:47:49	1	0	8	0.0	1	0	0	1	5.0	12	;L_10_10025902;T76BIV;N9IV;T76IV;	1	19	metoclopramide	1.0	1	2.0	12	Primperan Amp 10mg/2ml	1	0.0	1	1.0	19
2	2016-03-19 04:22:24	1	0	8	0.0	1	0	0	1	5.0	12	;L_10_10025902;T76BIV;N9IV;T76IV;	1	19	metoclopramide	1.0	1	2.0	12	Primperan Amp 10mg/2ml	1	0.0	1	1.0	19
